"Excel row","Organisation","Department","Duplicate of row","Department UUID","Organisation UUID","Outcome","Changed fields","Blank fields preserved","address_line_1","address_line2","address_line_3","address_town_city","address_county","address_post_code","phone_number"
"252","The Christie Hospital","Radiopharmacy","","e02f0526-7323-485c-a148-ba28fb33791f","75df674e-5202-43e3-bf9f-d380a3caafab","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","550 Wilmslow Road","Withington","","Manchester","Greater Manchester","M20 4BX",""
"253","The Harley Street Clinic","Radiology based Nuclear Medicine","","341dd89e-ce14-4445-b89b-d923cec1683f","7f037648-d1d6-48fd-b5c7-fa15596ba48e","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","35 Weymouth Street","","","London","","W1G 8BJ",""
"254","The James Cook University Hospital","Nuclear Medicine - Physics based","","1874a218-ecdc-42e4-98b3-87f4e7ac6761","ab14f948-f1f7-4317-8ad4-f3bcdd14fe10","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Marton Road","","","Middlesbrough","","TS4 3BW",""
"255","The James Cook University Hospital","Radiopharmacy","","2bd8bebd-d195-4159-94d3-1e98479fea14","ab14f948-f1f7-4317-8ad4-f3bcdd14fe10","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Marton Road","","","Middlesbrough","","TS4 3BW",""
"256","The London Clinic","PET Centre","","5efa5cfa-374a-44c4-bf29-bc1880db8c7f","30765e1c-f993-4ec2-8f17-9c239c505342","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","20 Devonshire Place","","","London","","W1G 6BW",""
"257","The London Independent Hospital","Nuclear Medicine Stand Alone","","a1381eb2-9cb4-4230-824d-1086453d82aa","bae078c5-f669-4ec1-8863-75145a4f14aa","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","1 Beaumont Square","Stepney Green","","London","","E1 4NL",""
"258","The Royal London Hospital","Radiology based Nuclear Medicine","","b13edc45-7c9a-4510-b193-0d180b121451","6b3b683a-fba0-4865-b8fc-60994ae69bf2","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Whitechapel Road","Whitechapel","","London","","E1 1FR",""
"259","The Royal Marsden, Chelsea","PET Centre","","2ec95556-0147-4964-b5da-902a5865ef77","0f0ee8ec-2323-44e9-9677-74737df5931f","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Fulham Road","","","London","","SW3 6JJ",""
"260","The Royal Marsden, Sutton","PET Centre","","146c2712-3faa-4296-9bc8-54d808fe01c7","c15cd6bd-ca8c-49c0-b7e5-58a0ff80dd3d","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Downs Road","","","Sutton","Surrey","SM2 5PT",""
"261","The Royal Marsden, Sutton","Radiopharmacy","","f2ef82c4-de57-4241-813d-461814d1f857","c15cd6bd-ca8c-49c0-b7e5-58a0ff80dd3d","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Downs Road","","","Sutton","Surrey","SM2 5PT",""
"262","The Wellington Hospital","Radiology based Nuclear Medicine","","fff7b6ae-6584-4d21-80df-6e749f6ac9b3","d5b992ed-c486-4b02-9ac6-e7bc0270d28d","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","8A Wellington Place","St John's Wood","","London","","NW8 9LE",""
"263","Torbay Hospital","Nuclear Medicine Stand Alone","","36f60835-cb8e-428f-8dd0-c1dfe5e37d11","c23ee6aa-a09a-474c-8f66-cdc5b2103886","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Lowes Bridge","","","Torquay","Devon","TQ2 7AA",""
"264","Torbay Hospital","Radiopharmacy","","95d8e042-e104-4716-9584-b7497601afa7","c23ee6aa-a09a-474c-8f66-cdc5b2103886","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Lowes Bridge","","","Torquay","Devon","TQ2 7AA",""
"265","Tunbridge Wells Hospital","Radiology based Nuclear Medicine","","715654cf-44b7-4893-885c-1dddd707a4fe","0178e432-c01e-46f3-aa22-0b61d5068a31","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Tonbridge Road","Pembury","","Tunbridge Wells","Kent","TN2 4QJ",""
"266","University College Hospital","PET Centre","","4b87d12c-af1a-40c7-a5b6-b240a60ecca7","044ec481-4314-436a-908f-f716d864c139","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","235 Euston Road","","","London","","NW1 2BU",""
"267","University College Hospital","Radiopharmacy","","4c3ac5b2-bc34-4c79-85fa-437b7a106a86","044ec481-4314-436a-908f-f716d864c139","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","235 Euston Road","","","London","","NW1 2BU",""
"268","University Hospital Ayr","Nuclear Medicine - Physics based","","fd830413-cea6-4276-9c9a-25dcd8b08f1f","8b37a6c3-66c0-4937-8b50-8c91c6d23d88","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Dalmellington Road","","","Ayr","","KA6 6DX",""
"269","University Hospital Coventry","Nuclear Medicine Stand Alone","","4cd68788-5333-45d5-ab3e-88fcea4b9293","bd2b845b-a8b7-49f8-ad1b-17c466c94f2f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Clifford Bridge Road","","","Coventry","West Midlands","CV2 2DX",""
"270","University Hospital Coventry","Radiopharmacy","","6cab6cb9-2a26-4a1f-9292-b5112fc71e54","bd2b845b-a8b7-49f8-ad1b-17c466c94f2f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Clifford Bridge Road","","","Coventry","West Midlands","CV2 2DX",""
"271","University Hospital Coventry","PET Centre","","ad920974-8272-435e-af15-4a1c5631c6fc","bd2b845b-a8b7-49f8-ad1b-17c466c94f2f","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Clifford Bridge Road","","","Coventry","West Midlands","CV2 2DX",""
"272","University Hospital Lewisham","Radiology based Nuclear Medicine","","77fa1f5a-7af0-44e4-ad29-55b390f0f0ef","6aed68a4-28c7-42ac-9747-ab530570611d","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Lewisham High Street","","","London","","SE13 6LH",""
"273","University Hospital Llandough","Radiology based Nuclear Medicine","","df43a675-4bc3-4295-80de-bc0d8af9e7e3","703e038c-a211-45b7-a60b-be3225c51d9c","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Penlan Road","Llandough","","Penarth","","CF64 2XX",""
"274","University Hospital Monklands","Nuclear Medicine Stand Alone","","790c3adf-0bb8-4279-8cc7-e001215c9041","5cd15c91-5dd5-45cf-acf6-bcf4663c8dfe","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Monkscourt Avenue","","","Airdrie","","ML6 0JS",""
"275","University Hospital North Durham","Nuclear Medicine - Physics based","","3fcf77c9-7f9e-44f7-a9e0-5fe5297fba59","305de5da-03ac-48a3-9a3e-328821a3fa06","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","North Road","","","Durham","","DH1 5TW",""
"276","University Hospital of Hartlepool","Radiopharmacy","","3951038a-a53c-4ef2-9e02-dfbb21043ae2","41d6fa27-b04e-45be-b002-afe9ae14d798","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Holdforth Road","","","Hartlepool","","TS24 9AH",""
"277","University Hospital of Hartlepool","Nuclear Medicine - Physics based","","f861f963-a29f-4789-a470-c8affdd40672","41d6fa27-b04e-45be-b002-afe9ae14d798","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Holdforth Road","","","Hartlepool","","TS24 9AH",""
"278","University Hospital of Wales","PET Centre","","694b5272-a2b0-42b2-984c-d7016c508a00","740557c7-ceb7-4aab-aa8a-4966bab0c216","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Heath Park","","","Cardiff","","CF14 4XW",""
"279","University Hospital of Wales","Radiology based Nuclear Medicine","","8b862069-0a07-4556-a26d-6832c94665ac","740557c7-ceb7-4aab-aa8a-4966bab0c216","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Heath Park","","","Cardiff","","CF14 4XW",""
"280","University Hospital of Wales","Radiopharmacy","","99acb0a5-45d6-49ef-8e83-481b5e6df774","740557c7-ceb7-4aab-aa8a-4966bab0c216","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Heath Park","","","Cardiff","","CF14 4XW",""
"281","University Hospital of Wales","Nuclear Medicine - Physics based","","a10b3d9a-51ec-44b4-b0bc-22ad38e25825","740557c7-ceb7-4aab-aa8a-4966bab0c216","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Heath Park","","","Cardiff","","CF14 4XW",""
"282","Velindre Hospital","Nuclear Medicine - Physics based","","08174792-e727-474f-b0a9-932844c4a1de","f71d54b8-dea1-403c-ac7c-032c0c8e9141","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Velindre Road","Whitchurch","","Cardiff","","CF14 2TL",""
"283","Victoria Hospital Kirkcaldy","Nuclear Medicine Stand Alone","","7a622e90-0397-45c9-ad66-ac80c5a74108","9a51a25b-6d42-47f2-b7a5-174db3c98e77","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Hayfield Road","","","Kirkcaldy","","KY2 5AH",""
"284","Wales Research & Diagnostic PET Imaging Centre","PET Centre","","1e4ff7a8-4907-4fb2-a7b2-03685a9aa7a3","44507250-4ee5-4773-8b39-d786a91b937c","Updated and verified","address_line_1; address_town_city; address_post_code; phone_number","address_line2; address_line_3; address_county","Heath Park","","","Cardiff","","CF14 4XN","029 2074 6880"
"285","West Cumberland Hospital","Radiology based Nuclear Medicine","","f093fbd2-8781-4a1d-930d-794985bb097b","336b1a93-d973-45b7-913f-c40f7932f67a","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Homewood Road","","","Whitehaven","Cumbria","CA28 8JG",""
"286","West Glasgow Ambulatory Care Hospital","PET Centre","","d50e4df5-3ed0-4a69-bb9c-e8df6ee7d879","85ca50c0-b614-41a8-a6e2-f8128a0e92da","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Dalnair Street","Yorkhill","","Glasgow","","G3 8SJ",""
"287","West Suffolk Hospital","Radiology based Nuclear Medicine","","600732a9-08ae-409d-af71-7ada750e671e","3eef5c87-60c6-48c7-9291-c9899bda4622","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Hardwick Lane","","","Bury St Edmunds","Suffolk","IP33 2QZ",""
"288","Western General Hospital","Radiology based Nuclear Medicine","","f84b55b0-9641-4395-81d5-f3786381b08e","d6cefdc2-435c-472a-a785-1320188a0747","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Crewe Road South","","","Edinburgh","","EH4 2XU",""
"289","Weston Park Cancer Centre","Nuclear Medicine - Physics based","","8054fa8a-78c5-453b-a528-0785a371ca07","b9bf914b-d3c4-45af-8adc-7d4532b6ffde","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Whitham Road","","","Sheffield","South Yorkshire","S10 2SJ",""
"290","Whipps Cross University Hospital","Radiology based Nuclear Medicine","","b7ef3d21-cc0d-48ba-9e22-17e4395e21e6","7c2a04f0-9740-46d8-a2fb-c28c3f18ade5","Updated and verified","address_line_1; address_line2; address_town_city; address_post_code","address_line_3; address_county; phone_number","Whipps Cross Road","Leytonstone","","London","","E11 1NR",""
"291","Whiston Hospital","Radiology based Nuclear Medicine","","77ef6c83-d0de-4af4-9a52-8d84f5234a19","f85a9bf4-044c-48db-89f7-10878f6cd3f3","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Warrington Road","","","Prescot","Merseyside","L35 5DR",""
"292","Whittington Hospital","Nuclear Medicine Stand Alone","","907541b9-d8b7-4aee-9c26-6ed91f9a11b1","267546f2-c55c-4909-93ab-dbafa74db3bc","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Magdala Avenue","","","London","","N19 5NF",""
"293","William Harvey Hospital","Nuclear Medicine Stand Alone","","fa05d50d-a29a-43e0-9f83-cb32169529d8","da46fe5f-5ee6-49f5-a340-8e6990c80448","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Kennington Road","Willesborough","","Ashford","Kent","TN24 0LZ",""
"294","Withybush General Hospital","Radiology based Nuclear Medicine","","ecfd9ace-5197-4913-a0e3-c773e28e619a","40ba22e6-a485-4fc0-8346-167053f91be0","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Fishguard Road","","","Haverfordwest","Pembrokeshire","SA61 2PZ",""
"295","Worcestershire Royal Hospital","Radiology based Nuclear Medicine","","94015172-df64-49e1-a693-fb6c90711683","9ef4aa85-f117-4e17-b712-98ccc81e20d8","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Charles Hastings Way","","","Worcester","Worcestershire","WR5 1DD",""
"296","Wrexham Maelor Hospital","Radiopharmacy","","761b60e1-389d-4997-a03f-440dfe89f9a2","88ae52a9-e43c-4e60-b966-84ae16c7ece0","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Croesnewydd Road","","","Wrexham","","LL13 7TD",""
"297","Wrexham Maelor Hospital","Radiology based Nuclear Medicine","","7cc3774f-aaa4-44bd-a50a-9c8acb8e554a","88ae52a9-e43c-4e60-b966-84ae16c7ece0","Updated and verified","address_line_1; address_town_city; address_post_code","address_line2; address_line_3; address_county; phone_number","Croesnewydd Road","","","Wrexham","","LL13 7TD",""
"298","Wycombe Hospital","Radiology based Nuclear Medicine","","c4eb53a5-a052-421d-a9bc-e281445468e4","758b2370-c539-4738-8ffa-8965f4bd0194","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Queen Alexandra Road","","","High Wycombe","Buckinghamshire","HP11 2TT",""
"299","Wythenshawe Hospital","Radiology based Nuclear Medicine","","82361c78-bd8c-4ca7-9d7b-4a00479ac03b","5c16940d-cfc5-4457-8973-91edafd2f057","Updated and verified","address_line_1; address_line2; address_town_city; address_county; address_post_code","address_line_3; phone_number","Southmoor Road","Wythenshawe","","Manchester","Greater Manchester","M23 9LT",""
"300","York Hospital","Radiology based Nuclear Medicine","","37398088-08fa-41a4-bd9b-04d95782736e","24d9562c-ebaa-4afe-a4ae-d6224dbb80c1","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Wigginton Road","","","York","North Yorkshire","YO31 8HE",""
"301","York Hospital","Radiopharmacy","","f1f246e3-16a4-45ab-9ff8-ee357d55b552","24d9562c-ebaa-4afe-a4ae-d6224dbb80c1","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Wigginton Road","","","York","North Yorkshire","YO31 8HE",""
"302","Ysbyty Gwynedd","Nuclear Medicine Stand Alone","","0c9c264e-9056-43f5-be51-8d584af94368","4ea2c885-d96f-40ef-8099-8b6febc6ebdb","Updated and verified","address_line_1; address_town_city; address_county; address_post_code","address_line2; address_line_3; phone_number","Penrhosgarnedd","","","Bangor","Gwynedd","LL57 2PW",""
